# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3712333	3713796	+					ygjE	7153052	ECIAI39_3559	1464		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3712333	3713796	+	YP_002409463.1	WP_000804933.1		putative tartrate:succinate antiporter	ygjE	7153052	ECIAI39_3559	1464	487	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3713839	3714852	-					gcp	7154027	ECIAI39_3560	1014		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3713839	3714852	-	YP_002409464.1	WP_001264365.1		putative DNA-binding/iron metalloprotein/AP endonuclease	gcp	7154027	ECIAI39_3560	1014	337	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3715089	3715304	+					rpsU	7151494	ECIAI39_3561	216		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3715089	3715304	+	YP_002409465.1	WP_001144069.1		30S ribosomal protein S21	rpsU	7151494	ECIAI39_3561	216	71	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3715415	3717160	+					dnaG	7152733	ECIAI39_3562	1746		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3715415	3717160	+	YP_002409466.1	WP_000918820.1		DNA primase	dnaG	7152733	ECIAI39_3562	1746	581	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3717355	3719196	+					rpoD	7151157	ECIAI39_3563	1842		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3717355	3719196	+	YP_002409467.1	WP_000437371.1		RNA polymerase sigma factor RpoD	rpoD	7151157	ECIAI39_3563	1842	613	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3719334	3720680	+					insG	7152706	ECIAI39_3564	1347		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3719334	3720680	+	YP_002409468.1	WP_000483766.1		putative IS4 transposase; KpLE2 phage-like element	insG	7152706	ECIAI39_3564	1347	448	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3720714	3721220	-					ygjF	7151815	ECIAI39_3565	507		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3720714	3721220	-	YP_002409469.1	WP_000228937.1		G/U mismatch-specific DNA glycosylase	ygjF	7151815	ECIAI39_3565	507	168	
gene	tRNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3721345	3721420	+						7154028	ECIAI39_tRNA28	76		
tRNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3721345	3721420	+				tRNA-Met		7154028	ECIAI39_tRNA28	76		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3721473	3722237	-					yqjH	7150571	ECIAI39_3566	765		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3721473	3722237	-	YP_002409470.1	WP_001066496.1		putative siderophore interacting protein	yqjH	7150571	ECIAI39_3566	765	254	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3722449	3722979	+						7154539	ECIAI39_3567	531		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3722449	3722979	+	YP_002409471.1	WP_012602161.1		transposase ORF A, IS1397		7154539	ECIAI39_3567	531	176	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3723084	3723806	+						7150200	ECIAI39_3568	723		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3723084	3723806	+	YP_002409472.1	WP_000811395.1		transposase ORF B, IS3 family, IS150 group		7150200	ECIAI39_3568	723	240	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3723961	3724584	+					yqjI	7150201	ECIAI39_3569	624		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3723961	3724584	+	YP_002409473.1	WP_000018003.1		putative transcriptional regulator	yqjI	7150201	ECIAI39_3569	624	207	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3724738	3726258	-					aer	7154540	ECIAI39_3570	1521		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3724738	3726258	-	YP_002409474.1	WP_000094681.1		fused signal transducer for aerotaxis sensory component; methyl accepting chemotaxis component	aer	7154540	ECIAI39_3570	1521	506	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3726649	3728055	+					ygjG	7150695	ECIAI39_3571	1407		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3726649	3728055	+	YP_002409475.1	WP_012602533.1		putrescine--2-oxoglutarate aminotransferase	ygjG	7150695	ECIAI39_3571	1407	468	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3728097	3728429	-					ygjH	7154029	ECIAI39_3572	333		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3728097	3728429	-	YP_002409476.1	WP_000450588.1		hypothetical protein	ygjH	7154029	ECIAI39_3572	333	110	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3728648	3729631	+					ebgR	7154030	ECIAI39_3573	984		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3728648	3729631	+	YP_002409477.1	WP_000212477.1		DNA-binding transcriptional repressor EbgR	ebgR	7154030	ECIAI39_3573	984	327	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3729815	3732907	+					ebgA	7151197	ECIAI39_3574	3093		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3729815	3732907	+	YP_002409478.1	WP_001082901.1		cryptic beta-D-galactosidase subunit alpha	ebgA	7151197	ECIAI39_3574	3093	1030	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3732904	3733353	+					ebgC	7151195	ECIAI39_3575	450		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3732904	3733353	+	YP_002409479.1	WP_001219954.1		cryptic beta-D-galactosidase subunit beta	ebgC	7151195	ECIAI39_3575	450	149	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3733416	3734849	+					ygjI	7151196	ECIAI39_3576	1434		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3733416	3734849	+	YP_002409480.1	WP_001285434.1		putative transporter	ygjI	7151196	ECIAI39_3576	1434	477	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3734983	3736053	+					ygjJ	7154031	ECIAI39_3577	1071		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3734983	3736053	+	YP_002409481.1	WP_000767652.1		hypothetical protein	ygjJ	7154031	ECIAI39_3577	1071	356	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3736070	3738421	+					ygjK	7154032	ECIAI39_3578	2352		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3736070	3738421	+	YP_002409482.1	WP_000695475.1		putative glycosyl hydrolase	ygjK	7154032	ECIAI39_3578	2352	783	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3738947	3740965	+					fadH	7154033	ECIAI39_3579	2019		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3738947	3740965	+	YP_002409483.1	WP_000121420.1		2,4-dienoyl-CoA reductase, NADH and FMN-linked	fadH	7154033	ECIAI39_3579	2019	672	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3741083	3742219	-					ygjO	7151276	ECIAI39_3580	1137		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3741083	3742219	-	YP_002409484.1	WP_000018695.1		putative methyltransferase small domain	ygjO	7151276	ECIAI39_3580	1137	378	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3742304	3742807	+					ygjP	7154034	ECIAI39_3581	504		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3742304	3742807	+	YP_002409485.1	WP_001295542.1		putative metal dependent hydrolase	ygjP	7154034	ECIAI39_3581	504	167	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3742884	3743567	+					ygjQ	7154035	ECIAI39_3582	684		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3742884	3743567	+	YP_002409486.1	WP_001183040.1		putative thioredoxin-like	ygjQ	7154035	ECIAI39_3582	684	227	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3743628	3744632	+					ygjR	7154036	ECIAI39_3583	1005		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3743628	3744632	+	YP_002409487.1	WP_000456329.1		putative NAD(P)-binding dehydrogenase	ygjR	7154036	ECIAI39_3583	1005	334	
gene	misc_RNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3744709	3744896	+					sraF	7154037	ECIAI39_misc_RNA_83	188		
misc_RNA		GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3744709	3744896	+				SraF	sraF	7154037	ECIAI39_misc_RNA_83	188		
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3744915	3745880	+					alx	7152894	ECIAI39_3584	966		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3744915	3745880	+	YP_002409488.1	WP_001098805.1		hypothetical protein	alx	7152894	ECIAI39_3584	966	321	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3746496	3747740	+					sstT	7150724	ECIAI39_3586	1245		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3746496	3747740	+	YP_002409489.1	WP_000211656.1		serine/threonine transporter SstT	sstT	7150724	ECIAI39_3586	1245	414	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3747745	3748296	-					ygjV	7152910	ECIAI39_3587	552		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3747745	3748296	-	YP_002409490.1	WP_000128136.1		hypothetical protein	ygjV	7152910	ECIAI39_3587	552	183	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3748379	3749866	-					uxaA	7154038	ECIAI39_3588	1488		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3748379	3749866	-	YP_002409491.1	WP_001199352.1		altronate hydrolase	uxaA	7154038	ECIAI39_3588	1488	495	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3749881	3751293	-					uxaC	7153118	ECIAI39_3589	1413		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3749881	3751293	-	YP_002409492.1	WP_000187442.1		glucuronate isomerase	uxaC	7153118	ECIAI39_3589	1413	470	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3751656	3753074	+					exuT	7153120	ECIAI39_3590	1419		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3751656	3753074	+	YP_002409493.1	WP_000190095.1		hexuronate transporter	exuT	7153120	ECIAI39_3590	1419	472	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3753167	3754255	-						7151262	ECIAI39_3591	1089		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3753167	3754255	-	YP_002409494.1	WP_001245981.1		putative minor pilin and initiator		7151262	ECIAI39_3591	1089	362	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3754252	3756954	-						7150202	ECIAI39_3592	2703		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3754252	3756954	-	YP_002409495.1	WP_012602534.1		hypothetical protein		7150202	ECIAI39_3592	2703	900	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3757027	3757527	-						7150203	ECIAI39_3593	501		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3757027	3757527	-	YP_002409496.1	WP_000755097.1		putative adhesin major subunit pilin		7150203	ECIAI39_3593	501	166	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3757557	3758273	-						7150204	ECIAI39_3594	717		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3757557	3758273	-	YP_002409497.1	WP_000225857.1		putative fimbrial protein		7150204	ECIAI39_3594	717	238	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3758569	3759345	+					exuR	7150205	ECIAI39_3595	777		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3758569	3759345	+	YP_002409498.1	WP_000406488.1		DNA-binding transcriptional repressor ExuR	exuR	7150205	ECIAI39_3595	777	258	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3759690	3760352	+					yqjA	7151261	ECIAI39_3596	663		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3759690	3760352	+	YP_002409499.1	WP_000422149.1		hypothetical protein	yqjA	7151261	ECIAI39_3596	663	220	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3760356	3760739	+					yqjB	7154532	ECIAI39_3597	384		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3760356	3760739	+	YP_002409500.1	WP_001166761.1		hypothetical protein	yqjB	7154532	ECIAI39_3597	384	127	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3760886	3761254	+					yqjC	7154533	ECIAI39_3598	369		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3760886	3761254	+	YP_002409501.1	WP_001295543.1		hypothetical protein	yqjC	7154533	ECIAI39_3598	369	122	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3761292	3761597	+					yqjD	7154534	ECIAI39_3599	306		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3761292	3761597	+	YP_002409502.1	WP_000031415.1		hypothetical protein	yqjD	7154534	ECIAI39_3599	306	101	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3761600	3762004	+					yqjE	7154535	ECIAI39_3600	405		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3761600	3762004	+	YP_002409503.1	WP_000785722.1		hypothetical protein	yqjE	7154535	ECIAI39_3600	405	134	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3761994	3762293	+					yqjK	7154536	ECIAI39_3601	300		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3761994	3762293	+	YP_002409504.1	WP_000096086.1		hypothetical protein	yqjK	7154536	ECIAI39_3601	300	99	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3762479	3762871	+					yqjF	7154541	ECIAI39_3602	393		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3762479	3762871	+	YP_002409505.1	WP_000732240.1		putative quinol oxidase subunit	yqjF	7154541	ECIAI39_3602	393	130	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3762941	3763927	+					yqjG	7154537	ECIAI39_3603	987		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3762941	3763927	+	YP_002409506.1	WP_000531205.1		S-transferase	yqjG	7154537	ECIAI39_3603	987	328	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3764220	3764585	+					yhaH	7154538	ECIAI39_3604	366		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3764220	3764585	+	YP_002409507.1	WP_000384145.1		hypothetical protein	yhaH	7154538	ECIAI39_3604	366	121	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3764827	3765183	+					yhaI	7154041	ECIAI39_3605	357		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3764827	3765183	+	YP_002409508.1	WP_001198807.1		hypothetical protein	yhaI	7154041	ECIAI39_3605	357	118	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3765234	3766130	-					yhaJ	7154042	ECIAI39_3606	897		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3765234	3766130	-	YP_002409509.1	WP_001041016.1		putative DNA-binding transcriptional regulator	yhaJ	7154042	ECIAI39_3606	897	298	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3766235	3766936	+					yhaK	7154043	ECIAI39_3607	702		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3766235	3766936	+	YP_002409510.1	WP_000633576.1		putative pirin-related protein	yhaK	7154043	ECIAI39_3607	702	233	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3766959	3767123	+					yhaL	7154044	ECIAI39_3608	165		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3766959	3767123	+	YP_002409511.1	WP_001295544.1		hypothetical protein	yhaL	7154044	ECIAI39_3608	165	54	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3767182	3767904	-						7154045	ECIAI39_3609	723		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3767182	3767904	-	YP_002409512.1	WP_000811395.1		transposase ORF B, IS3 family, IS150 group		7154045	ECIAI39_3609	723	240	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3768009	3768539	-						7150206	ECIAI39_3610	531		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3768009	3768539	-	YP_002409513.1	WP_012602161.1		transposase ORF A, IS1397		7150206	ECIAI39_3610	531	176	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3768692	3770002	-					yhaM	7150207	ECIAI39_3611	1311		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3768692	3770002	-	YP_002409514.1	WP_000460514.1		hypothetical protein	yhaM	7150207	ECIAI39_3611	1311	436	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3770030	3771298	-					yhaO	7154046	ECIAI39_3612	1269		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3770030	3771298	-	YP_002409515.1	WP_001384124.1		putative transporter	yhaO	7154046	ECIAI39_3612	1269	422	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3771636	3773000	-					tdcG	7154047	ECIAI39_3613	1365		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3771636	3773000	-	YP_002409516.1	WP_000622126.1		L-serine dehydratase 3	tdcG	7154047	ECIAI39_3613	1365	454	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3773072	3773461	-					tdcF	7152959	ECIAI39_3614	390		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3773072	3773461	-	YP_002409517.1	WP_000719990.1		hypothetical protein	tdcF	7152959	ECIAI39_3614	390	129	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3773475	3775769	-					tdcE	7152958	ECIAI39_3615	2295		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3773475	3775769	-	YP_002409518.1	WP_000861742.1		pyruvate formate-lyase 4/2-ketobutyrate formate-lyase	tdcE	7152958	ECIAI39_3615	2295	764	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3775803	3777023	-					tdcD	7152957	ECIAI39_3616	1221		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3775803	3777023	-	YP_002409519.1	WP_001224434.1		propionate/acetate kinase	tdcD	7152957	ECIAI39_3616	1221	406	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3777037	3778368	-					tdcC	7152956	ECIAI39_3617	1332		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3777037	3778368	-	YP_002409520.1	WP_000107723.1		threonine/serine transporter TdcC	tdcC	7152956	ECIAI39_3617	1332	443	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3778390	3779379	-					tdcB	7152955	ECIAI39_3618	990		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3778390	3779379	-	YP_002409521.1	WP_000548347.1		threonine dehydratase	tdcB	7152955	ECIAI39_3618	990	329	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3779478	3780416	-					tdcA	7152954	ECIAI39_3619	939		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3779478	3780416	-	YP_002409522.1	WP_000104211.1		DNA-binding transcriptional activator TdcA	tdcA	7152954	ECIAI39_3619	939	312	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3780593	3780949	+					tdcR	7152953	ECIAI39_3620	357		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3780593	3780949	+	YP_002409523.1	WP_001324249.1		DNA-binding transcriptional activator TdcR	tdcR	7152953	ECIAI39_3620	357	118	
